YEAR,MOTHER_ORIGIN,FATHER_ORIGIN,SPOUSE_GEN,SPOUSE_COUNTRY,SPOUSE_MOTHER,SPOUSE_FATHER,WEIGHTED_COUNT
1920,Canada,Canada,2nd gen,Germany,Germany,US-born,1375.6200000000001
1920,Canada,Canada,2nd gen,Germany,Ireland,Germany,98.63
1920,Canada,Canada,2nd gen,Germany,Netherlands,Germany,94.36
1920,Canada,Canada,2nd gen,Germany,Norway,Germany,82.49
1920,Canada,Canada,2nd gen,Germany,Poland,Germany,114.44
1920,Canada,Canada,2nd gen,Germany,Sweden,Germany,97.59
1920,Canada,Canada,2nd gen,Germany,Switzerland,Germany,100.39
1920,Canada,Canada,2nd gen,Germany,US-born,Germany,2337.11
1920,Canada,Canada,2nd gen,Hungary,Hungary,Hungary,102.7
1920,Canada,Canada,2nd gen,Ireland,Austria,Ireland,98.73
1920,Canada,Canada,2nd gen,Ireland,Canada,Ireland,509.32
1920,Canada,Canada,2nd gen,Ireland,England,Ireland,323.23
1920,Canada,Canada,2nd gen,Ireland,France,Ireland,101.54
1920,Canada,Canada,2nd gen,Ireland,Ireland,Ireland,8521.05
1920,Canada,Canada,2nd gen,Ireland,Ireland,US-born,1611.7
1920,Canada,Canada,2nd gen,Ireland,Scotland,Ireland,212.31
1920,Canada,Canada,2nd gen,Ireland,US-born,Ireland,2108.2599999999998
1920,Canada,Canada,2nd gen,Italy,Italy,Italy,204.2
1920,Canada,Canada,2nd gen,Italy,US-born,Italy,197.11
1920,Canada,Canada,2nd gen,Luxembourg,Germany,Luxembourg,100.95
1920,Canada,Canada,2nd gen,Luxembourg,Luxembourg,Luxembourg,108.07
1920,Canada,Canada,2nd gen,Netherlands,Netherlands,Netherlands,308.84000000000003
1920,Canada,Canada,2nd gen,Norway,Norway,Norway,773.97
1920,Canada,Canada,2nd gen,Norway,Norway,US-born,100.95
1920,Canada,Canada,2nd gen,Norway,Sweden,Norway,216.61
1920,Canada,Canada,2nd gen,Norway,US-born,Norway,311.74
1920,Canada,Canada,2nd gen,Poland,Poland,Poland,425.26
1920,Canada,Canada,2nd gen,Poland,US-born,Poland,99.43
1920,Canada,Canada,2nd gen,Portugal,Portugal,Portugal,412.03
1920,Canada,Canada,2nd gen,Portugal,Portugal,US-born,102.05
1920,Canada,Canada,2nd gen,Portugal,US-born,Portugal,99.39
1920,Canada,Canada,2nd gen,Russia/USSR,Russia/USSR,Russia/USSR,93.03
1920,Canada,Canada,2nd gen,Scotland,England,Scotland,204.62
1920,Canada,Canada,2nd gen,Scotland,Norway,Scotland,95.44
1920,Canada,Canada,2nd gen,Scotland,Scotland,Scotland,599.61
1920,Canada,Canada,2nd gen,Scotland,Scotland,US-born,200.2
1920,Canada,Canada,2nd gen,Scotland,US-born,Scotland,398.38
1920,Canada,Canada,2nd gen,Scotland,Wales,Scotland,99.67
1920,Canada,Canada,2nd gen,Sweden,Germany,Sweden,98.85
1920,Canada,Canada,2nd gen,Sweden,Sweden,Sweden,1815.43
1920,Canada,Canada,2nd gen,Switzerland,Germany,Switzerland,100.18
1920,Canada,Canada,2nd gen,Switzerland,Switzerland,Switzerland,190.71
1920,Canada,Canada,2nd gen,Switzerland,US-born,Switzerland,100.17
1920,Canada,Canada,2nd gen,Wales,US-born,Wales,99.91
1920,Canada,Canada,2nd gen,Wales,Wales,US-born,112.41
1920,Canada,Canada,2nd gen,Wales,Wales,Wales,198.99
1920,Canada,Canada,3rd+ gen American,American,US-born,US-born,86331.67
1920,Canada,Denmark,1st gen immigrant,Canada,Canada,Canada,102.8
1920,Canada,Denmark,1st gen immigrant,Canada,US-born,US-born,123.24
1920,Canada,Denmark,1st gen immigrant,Germany,Germany,Germany,102.87
1920,Canada,Denmark,2nd gen,France,France,France,202.08
1920,Canada,Denmark,3rd+ gen American,American,US-born,US-born,405.41999999999996
1920,Canada,England,1st gen immigrant,Canada,Canada,Canada,611.82
1920,Canada,England,1st gen immigrant,Canada,Canada,England,99.5
1920,Canada,England,1st gen immigrant,Canada,England,England,100.95
1920,Canada,England,1st gen immigrant,Canada,Ireland,Ireland,101.89
1920,Canada,England,1st gen immigrant,Canada,Scotland,Scotland,101.47
1920,Canada,England,1st gen immigrant,Canada,US-born,Canada,106.54
1920,Canada,England,1st gen immigrant,England,England,England,411.02
1920,Canada,England,1st gen immigrant,Ireland,Denmark,Denmark,108.42
1920,Canada,England,1st gen immigrant,Russia/USSR,Poland,Russia/USSR,95.93
1920,Canada,England,2nd gen,Austria,US-born,Austria,100.17
1920,Canada,England,2nd gen,Canada,Canada,Canada,812.35
1920,Canada,England,2nd gen,Canada,Canada,US-born,597.84
1920,Canada,England,2nd gen,Canada,England,Canada,90.72
1920,Canada,England,2nd gen,Canada,US-born,Canada,206.28
1920,Canada,England,2nd gen,England,Canada,England,378.88
1920,Canada,England,2nd gen,England,England,England,804.1600000000001
1920,Canada,England,2nd gen,England,England,US-born,100.95
1920,Canada,England,2nd gen,England,Ireland,England,102.34
1920,Canada,England,2nd gen,England,Scotland,England,95.36
1920,Canada,England,2nd gen,England,US-born,England,408.53
1920,Canada,England,2nd gen,France,France,France,96.61
1920,Canada,England,2nd gen,Germany,Germany,Germany,792.84
1920,Canada,England,2nd gen,Germany,US-born,Germany,201.99
1920,Canada,England,2nd gen,Ireland,Canada,Ireland,102.08
1920,Canada,England,2nd gen,Ireland,England,Ireland,100.95
1920,Canada,England,2nd gen,Ireland,Ireland,Ireland,631.28
1920,Canada,England,2nd gen,Ireland,Ireland,US-born,312.42
1920,Canada,England,2nd gen,Norway,Norway,Norway,100.18
1920,Canada,England,2nd gen,Scotland,Ireland,Scotland,207.45999999999998
1920,Canada,England,2nd gen,Scotland,Scotland,Scotland,113.58
1920,Canada,England,2nd gen,Sweden,Denmark,Sweden,103.09
1920,Canada,England,2nd gen,Sweden,Sweden,Sweden,85.88
1920,Canada,England,2nd gen,Wales,Wales,US-born,95.76
1920,Canada,England,3rd+ gen American,American,US-born,US-born,7456.11
1920,Canada,France,1st gen immigrant,Canada,Canada,Canada,398.89
1920,Canada,France,1st gen immigrant,Canada,England,England,99.67
1920,Canada,France,1st gen immigrant,Canada,France,France,105.9
1920,Canada,France,1st gen immigrant,Canada,Ireland,Ireland,100.17
1920,Canada,France,1st gen immigrant,England,England,England,101.09
1920,Canada,France,2nd gen,Canada,Canada,Canada,404.97
1920,Canada,France,2nd gen,Canada,Canada,US-born,203.65
1920,Canada,France,2nd gen,Canada,Ireland,Canada,99.81
1920,Canada,France,2nd gen,Canada,US-born,Canada,197.92000000000002
1920,Canada,France,2nd gen,China,China,US-born,106.11
1920,Canada,France,2nd gen,Germany,Germany,Germany,319.45
1920,Canada,France,2nd gen,Germany,Germany,US-born,106.87
1920,Canada,France,2nd gen,Germany,Ireland,Germany,102.58
1920,Canada,France,2nd gen,Germany,Netherlands,Germany,108.56
1920,Canada,France,2nd gen,Ireland,Ireland,Ireland,308.22
1920,Canada,France,2nd gen,Ireland,Ireland,US-born,97.59
1920,Canada,France,2nd gen,Ireland,Scotland,Ireland,103.5
1920,Canada,France,2nd gen,Sweden,Germany,Sweden,100.18
1920,Canada,France,3rd+ gen American,American,US-born,US-born,1431.7
1920,Canada,Germany,1st gen immigrant,Canada,Canada,Canada,96.98
1920,Canada,Germany,1st gen immigrant,Canada,Ireland,Ireland,100.18
1920,Canada,Germany,1st gen immigrant,Ireland,Ireland,Ireland,126.3
1920,Canada,Germany,1st gen immigrant,Norway,Norway,Norway,105.76
1920,Canada,Germany,2nd gen,Austria,Austria,Austria,103.5
1920,Canada,Germany,2nd gen,Canada,Canada,Canada,294.55
1920,Canada,Germany,2nd gen,Canada,Canada,US-born,386.92
1920,Canada,Germany,2nd gen,Canada,US-born,Canada,292.4
1920,Canada,Germany,2nd gen,England,England,England,107.68
1920,Canada,Germany,2nd gen,England,US-born,England,99.5
1920,Canada,Germany,2nd gen,France,France,France,100.18
1920,Canada,Germany,2nd gen,France,US-born,France,195.68
1920,Canada,Germany,2nd gen,Germany,Germany,Germany,1212.99
1920,Canada,Germany,2nd gen,Germany,Germany,US-born,231.53
1920,Canada,Germany,2nd gen,Germany,US-born,Germany,300.22
1920,Canada,Germany,2nd gen,Ireland,Ireland,Ireland,102.34
1920,Canada,Germany,2nd gen,Ireland,Ireland,US-born,80.02
1920,Canada,Germany,2nd gen,Ireland,US-born,Ireland,88.09
1920,Canada,Germany,2nd gen,Russia/USSR,Russia/USSR,Russia/USSR,100.6
1920,Canada,Germany,2nd gen,Scotland,Canada,Scotland,90.54
1920,Canada,Germany,2nd gen,Scotland,Scotland,Scotland,97.59
1920,Canada,Germany,2nd gen,Sweden,Sweden,Sweden,104.89
1920,Canada,Germany,2nd gen,Switzerland,Switzerland,US-born,97.7
1920,Canada,Germany,3rd+ gen American,American,US-born,US-born,3064.44
1920,Canada,Gibraltar,3rd+ gen American,American,US-born,US-born,84.01
1920,Canada,Ireland,1st gen immigrant,Austria,Austria,Austria,202.87
1920,Canada,Ireland,1st gen immigrant,Canada,Canada,Canada,1126.45
1920,Canada,Ireland,1st gen immigrant,Canada,Canada,England,97.67
1920,Canada,Ireland,1st gen immigrant,Canada,Canada,Germany,90.54
1920,Canada,Ireland,1st gen immigrant,Canada,Canada,Ireland,296.72
1920,Canada,Ireland,1st gen immigrant,Canada,Canada,Scotland,106.11
1920,Canada,Ireland,1st gen immigrant,Canada,Scotland,Scotland,100.18
1920,Canada,Ireland,1st gen immigrant,Cuba,Cuba,Cuba,100.6
1920,Canada,Ireland,1st gen immigrant,Denmark,Sweden,Denmark,88.13
1920,Canada,Ireland,1st gen immigrant,England,England,England,89.98
1920,Canada,Ireland,1st gen immigrant,England,England,Ireland,108.86
1920,Canada,Ireland,1st gen immigrant,Germany,France,Germany,103.5
1920,Canada,Ireland,1st gen immigrant,Germany,Germany,Germany,306.32
1920,Canada,Ireland,1st gen immigrant,Ireland,Ireland,Ireland,600.36
1920,Canada,Ireland,1st gen immigrant,Ireland,Scotland,Ireland,102.15
1920,Canada,Ireland,2nd gen,Austria,Czechoslovakia,Austria,87.97
1920,Canada,Ireland,2nd gen,Canada,Canada,Canada,509.32
1920,Canada,Ireland,2nd gen,Canada,Canada,US-born,97.59
1920,Canada,Ireland,2nd gen,Canada,Ireland,Canada,96.51
1920,Canada,Ireland,2nd gen,Canada,US-born,Canada,384.28999999999996
1920,Canada,Ireland,2nd gen,Czechoslovakia,US-born,Czechoslovakia,85.71
1920,Canada,Ireland,2nd gen,Denmark,Denmark,Denmark,102.05
1920,Canada,Ireland,2nd gen,England,Canada,England,102.08
1920,Canada,Ireland,2nd gen,England,England,England,846.58
1920,Canada,Ireland,2nd gen,England,England,US-born,213.68
1920,Canada,Ireland,2nd gen,England,Germany,England,93.29
1920,Canada,Ireland,2nd gen,England,Ireland,England,101.47
1920,Canada,Ireland,2nd gen,France,France,US-born,101.89
1920,Canada,Ireland,2nd gen,Germany,France,Germany,100.18
1920,Canada,Ireland,2nd gen,Germany,Germany,Germany,1312.85
1920,Canada,Ireland,2nd gen,Germany,Germany,US-born,296.03
1920,Canada,Ireland,2nd gen,Germany,Ireland,Germany,98.87
1920,Canada,Ireland,2nd gen,Germany,Russia/USSR,Germany,97.25
1920,Canada,Ireland,2nd gen,Germany,US-born,Germany,417.39
1920,Canada,Ireland,2nd gen,Ireland,Canada,Ireland,220.26
1920,Canada,Ireland,2nd gen,Ireland,England,Ireland,102.83
1920,Canada,Ireland,2nd gen,Ireland,Ireland,Ireland,2528.69
1920,Canada,Ireland,2nd gen,Ireland,Ireland,US-born,531.48
1920,Canada,Ireland,2nd gen,Ireland,Scotland,Ireland,100.9
1920,Canada,Ireland,2nd gen,Ireland,US-born,Ireland,615.38
1920,Canada,Ireland,2nd gen,Luxembourg,Luxembourg,Luxembourg,100.18
1920,Canada,Ireland,2nd gen,Norway,Norway,Norway,197.49
1920,Canada,Ireland,2nd gen,Scotland,Ireland,Scotland,193.61
1920,Canada,Ireland,2nd gen,Scotland,Scotland,US-born,85.71
1920,Canada,Ireland,2nd gen,Sweden,Sweden,Sweden,197.77
1920,Canada,Ireland,2nd gen,Sweden,US-born,Sweden,97.66
1920,Canada,Ireland,3rd+ gen American,American,US-born,US-born,7245.4800000000005
1920,Canada,Italy,1st gen immigrant,Italy,Italy,Italy,98.73
1920,Canada,Italy,2nd gen,Italy,Italy,Italy,99.44
1920,Canada,Italy,3rd+ gen American,American,US-born,US-born,99.44
1920,Canada,Netherlands,2nd gen,Germany,Germany,Germany,101.89
1920,Canada,Netherlands,2nd gen,Germany,US-born,Germany,96.71
1920,Canada,Norway,2nd gen,England,England,England,102.05
1920,Canada,Norway,3rd+ gen American,American,US-born,US-born,306.37
1920,Canada,Scotland,1st gen immigrant,Canada,Canada,Canada,517.98
1920,Canada,Scotland,1st gen immigrant,Canada,Ireland,Ireland,198.93
1920,Canada,Scotland,1st gen immigrant,Canada,US-born,Canada,99.15
1920,Canada,Scotland,1st gen immigrant,England,England,England,410.19
1920,Canada,Scotland,1st gen immigrant,Germany,Germany,Germany,95.78
1920,Canada,Scotland,1st gen immigrant,Wales,Wales,Wales,101.47
1920,Canada,Scotland,2nd gen,Canada,Canada,US-born,205.92000000000002
1920,Canada,Scotland,2nd gen,Canada,US-born,Canada,290.7
1920,Canada,Scotland,2nd gen,Czechoslovakia,Czechoslovakia,Czechoslovakia,109.15
1920,Canada,Scotland,2nd gen,England,England,England,203.82
1920,Canada,Scotland,2nd gen,England,US-born,England,205.78
1920,Canada,Scotland,2nd gen,Germany,Canada,Germany,90.54
1920,Canada,Scotland,2nd gen,Germany,Germany,Abroad/At Sea,98.87
1920,Canada,Scotland,2nd gen,Germany,Germany,Germany,307.06
1920,Canada,Scotland,2nd gen,Germany,US-born,Germany,105.19
1920,Canada,Scotland,2nd gen,Ireland,Ireland,Ireland,449.92
1920,Canada,Scotland,2nd gen,Ireland,Ireland,US-born,97.25
1920,Canada,Scotland,2nd gen,Ireland,US-born,Ireland,194.54000000000002
1920,Canada,Scotland,2nd gen,Scotland,Canada,Scotland,239.82
1920,Canada,Scotland,2nd gen,Scotland,Scotland,Scotland,106.11
1920,Canada,Scotland,2nd gen,Scotland,Scotland,US-born,100.95
1920,Canada,Scotland,2nd gen,Scotland,US-born,Scotland,100.5
1920,Canada,Scotland,2nd gen,Switzerland,Switzerland,Switzerland,186.87
1920,Canada,Scotland,2nd gen,Wales,Canada,Wales,102.08
1920,Canada,Scotland,2nd gen,Wales,Wales,Wales,96.98
1920,Canada,Scotland,3rd+ gen American,American,US-born,US-born,4192.45
1920,Canada,South America,1st gen immigrant,Canada,Canada,Canada,100.95
1920,Canada,Sweden,1st gen immigrant,England,England,England,98.73
1920,Canada,Sweden,2nd gen,England,US-born,England,102.05
1920,Canada,Sweden,2nd gen,Ireland,Ireland,Ireland,106.11
1920,Canada,Sweden,3rd+ gen American,American,US-born,US-born,195.24
1920,Canada,Switzerland,1st gen immigrant,Canada,Canada,England,102.08
1920,Canada,Switzerland,1st gen immigrant,Canada,Ireland,Ireland,201.64
1920,Canada,Switzerland,1st gen immigrant,England,England,England,109.15
1920,Canada,Switzerland,2nd gen,Canada,Canada,US-born,100.17
1920,Canada,Switzerland,2nd gen,Germany,Germany,Germany,108.42
1920,Canada,Switzerland,2nd gen,Germany,Ireland,Germany,100.6
1920,Canada,Switzerland,2nd gen,Ireland,Ireland,Ireland,100.95
1920,Canada,Switzerland,3rd+ gen American,American,US-born,US-born,290.43
1920,Canada,US-born,1st gen immigrant,Australia/New Zealand,Australia/New Zealand,Australia/New Zealand,97.59
1920,Canada,US-born,1st gen immigrant,Australia/New Zealand,Norway,Germany,99.44
1920,Canada,US-born,1st gen immigrant,Austria,Austria,Austria,110.27
1920,Canada,US-born,1st gen immigrant,Canada,Canada,Canada,7430.4
1920,Canada,US-born,1st gen immigrant,Canada,Canada,England,200.48000000000002
1920,Canada,US-born,1st gen immigrant,Canada,Canada,Germany,205.09
1920,Canada,US-born,1st gen immigrant,Canada,Canada,Ireland,188.84
1920,Canada,US-born,1st gen immigrant,Canada,Canada,US-born,503.68
1920,Canada,US-born,1st gen immigrant,Canada,England,Canada,200.56
1920,Canada,US-born,1st gen immigrant,Canada,England,England,323.91
1920,Canada,US-born,1st gen immigrant,Canada,England,Ireland,103.15
1920,Canada,US-born,1st gen immigrant,Canada,Germany,Germany,101.89
1920,Canada,US-born,1st gen immigrant,Canada,Ireland,Ireland,94.48
1920,Canada,US-born,1st gen immigrant,Canada,Scotland,Ireland,91.18
1920,Canada,US-born,1st gen immigrant,Canada,Scotland,Scotland,201.63
1920,Canada,US-born,1st gen immigrant,Canada,Switzerland,Switzerland,102.08
1920,Canada,US-born,1st gen immigrant,Canada,US-born,Canada,203.75
1920,Canada,US-born,1st gen immigrant,Canada,US-born,Scotland,96.64
1920,Canada,US-born,1st gen immigrant,Denmark,Denmark,Denmark,287.57
1920,Canada,US-born,1st gen immigrant,England,England,England,1295.2
1920,Canada,US-born,1st gen immigrant,England,Ireland,England,108.89
1920,Canada,US-born,1st gen immigrant,England,Ireland,Wales,100.16
1920,Canada,US-born,1st gen immigrant,England,Scotland,Scotland,106.11
1920,Canada,US-born,1st gen immigrant,France,France,France,100.95
1920,Canada,US-born,1st gen immigrant,Germany,Germany,Germany,1190.13
1920,Canada,US-born,1st gen immigrant,Hungary,Hungary,Hungary,100.17
1920,Canada,US-born,1st gen immigrant,Ireland,Ireland,Ireland,515.38
1920,Canada,US-born,1st gen immigrant,Italy,Italy,Italy,99.24
1920,Canada,US-born,1st gen immigrant,Mexico,Mexico,Mexico,139.0
1920,Canada,US-born,1st gen immigrant,Netherlands,Netherlands,Netherlands,212.75
1920,Canada,US-born,1st gen immigrant,Norway,Norway,Norway,197.09
1920,Canada,US-born,1st gen immigrant,Russia/USSR,Russia/USSR,Russia/USSR,100.25
1920,Canada,US-born,1st gen immigrant,Scotland,Scotland,Scotland,496.58000000000004
1920,Canada,US-born,1st gen immigrant,Sweden,Sweden,Sweden,790.63
1920,Canada,US-born,1st gen immigrant,Switzerland,Switzerland,Germany,95.78
1920,Canada,US-born,1st gen immigrant,Switzerland,Switzerland,Switzerland,99.5
1920,Canada,US-born,1st gen immigrant,Wales,Wales,Wales,97.67
1920,Canada,US-born,1st gen immigrant,West Indies,England,Scotland,102.05
1920,Canada,US-born,2nd gen,Austria,US-born,Austria,102.78
1920,Canada,US-born,2nd gen,Canada,Canada,Canada,6943.35
1920,Canada,US-born,2nd gen,Canada,Canada,US-born,8091.62
1920,Canada,US-born,2nd gen,Canada,England,Canada,102.08
1920,Canada,US-born,2nd gen,Canada,France,Canada,106.0
1920,Canada,US-born,2nd gen,Canada,Ireland,Canada,305.0
1920,Canada,US-born,2nd gen,Canada,Scotland,Canada,97.93
1920,Canada,US-born,2nd gen,Canada,US-born,Canada,3754.9
1920,Canada,US-born,2nd gen,Denmark,Denmark,Denmark,394.17
1920,Canada,US-born,2nd gen,England,Abroad/At Sea,England,103.15
1920,Canada,US-born,2nd gen,England,Canada,England,597.84
1920,Canada,US-born,2nd gen,England,England,England,1605.8600000000001
1920,Canada,US-born,2nd gen,England,England,US-born,1074.47
1920,Canada,US-born,2nd gen,England,Ireland,England,297.01
1920,Canada,US-born,2nd gen,England,Italy,England,98.19
1920,Canada,US-born,2nd gen,England,Scotland,England,108.86
1920,Canada,US-born,2nd gen,England,US-born,England,1416.25
1920,Canada,US-born,2nd gen,Finland,Finland,Finland,97.93
1920,Canada,US-born,2nd gen,France,Canada,France,203.65
1920,Canada,US-born,2nd gen,France,France,France,198.38
1920,Canada,US-born,2nd gen,France,France,US-born,99.43
1920,Canada,US-born,2nd gen,France,Germany,France,199.32
1920,Canada,US-born,2nd gen,France,US-born,France,99.42
1920,Canada,US-born,2nd gen,Germany,Canada,Germany,386.92
1920,Canada,US-born,2nd gen,Germany,England,Germany,94.48
1920,Canada,US-born,2nd gen,Germany,France,Germany,100.6
1920,Canada,US-born,2nd gen,Germany,Germany,Germany,3806.81
1920,Canada,US-born,2nd gen,Germany,Germany,US-born,869.98
1920,Canada,US-born,2nd gen,Germany,US-born,Germany,2531.88
1920,Canada,US-born,2nd gen,Ireland,Canada,Ireland,97.59
1920,Canada,US-born,2nd gen,Ireland,Denmark,Ireland,94.13
1920,Canada,US-born,2nd gen,Ireland,England,Ireland,206.29000000000002
1920,Canada,US-born,2nd gen,Ireland,Ireland,Ireland,3921.85
1920,Canada,US-born,2nd gen,Ireland,Ireland,US-born,1224.85
1920,Canada,US-born,2nd gen,Ireland,US-born,Ireland,1826.83
1920,Canada,US-born,2nd gen,Ireland,Wales,Ireland,102.02
1920,Canada,US-born,2nd gen,Italy,Italy,Italy,102.05
1920,Canada,US-born,2nd gen,Luxembourg,US-born,Luxembourg,97.93
1920,Canada,US-born,2nd gen,Netherlands,Netherlands,Netherlands,195.95
1920,Canada,US-born,2nd gen,Netherlands,Netherlands,US-born,100.17
1920,Canada,US-born,2nd gen,Netherlands,US-born,Netherlands,101.37
1920,Canada,US-born,2nd gen,Norway,Norway,Norway,401.04
1920,Canada,US-born,2nd gen,Norway,Norway,US-born,186.08999999999997
1920,Canada,US-born,2nd gen,Norway,Sweden,Norway,100.95
1920,Canada,US-born,2nd gen,Norway,US-born,Norway,198.94
1920,Canada,US-born,2nd gen,Poland,Poland,Poland,100.17
1920,Canada,US-born,2nd gen,Poland,US-born,Poland,100.98
1920,Canada,US-born,2nd gen,Portugal,Portugal,Portugal,98.5
1920,Canada,US-born,2nd gen,Russia/USSR,Germany,Russia/USSR,102.03
1920,Canada,US-born,2nd gen,Scotland,Canada,Scotland,205.92000000000002
1920,Canada,US-born,2nd gen,Scotland,Ireland,Scotland,307.33000000000004
1920,Canada,US-born,2nd gen,Scotland,Scotland,Scotland,604.73
1920,Canada,US-born,2nd gen,Scotland,Scotland,US-born,403.62
1920,Canada,US-born,2nd gen,Scotland,US-born,Scotland,469.07
1920,Canada,US-born,2nd gen,South America,South America,US-born,103.15
1920,Canada,US-born,2nd gen,Spain,Spain,Spain,125.14
1920,Canada,US-born,2nd gen,Sweden,Norway,Sweden,100.18
1920,Canada,US-born,2nd gen,Sweden,Sweden,Sweden,890.14
1920,Canada,US-born,2nd gen,Sweden,Sweden,US-born,97.34
1920,Canada,US-born,2nd gen,Sweden,US-born,Sweden,101.47
1920,Canada,US-born,2nd gen,Switzerland,Canada,Switzerland,100.17
1920,Canada,US-born,2nd gen,Switzerland,Switzerland,Switzerland,200.07999999999998
1920,Canada,US-born,2nd gen,Switzerland,Switzerland,US-born,97.59
1920,Canada,US-born,2nd gen,Switzerland,US-born,Switzerland,99.02
1920,Canada,US-born,2nd gen,Wales,US-born,Wales,301.86
1920,Canada,US-born,3rd+ gen American,American,Abroad/At Sea,US-born,187.82
1920,Canada,US-born,3rd+ gen American,American,US-born,US-born,78210.74
1920,Canada,Wales,2nd gen,Scotland,Canada,Scotland,102.08
1920,Canada,Wales,3rd+ gen American,American,US-born,US-born,504.69
1920,Canada,West Indies,3rd+ gen American,American,US-born,US-born,100.17
1920,Central America,France,3rd+ gen American,American,US-born,US-born,100.95
1920,China,China,1st gen immigrant,Canada,Cuba,China,102.62
1920,China,China,1st gen immigrant,China,China,China,1761.93
1920,China,China,2nd gen,China,China,China,591.0
1920,China,China,2nd gen,China,US-born,China,185.16
1920,China,China,3rd+ gen American,American,US-born,US-born,302.06
1920,China,US-born,1st gen immigrant,China,China,China,100.95
1920,China,US-born,2nd gen,France,Canada,France,106.11
1920,China,US-born,3rd+ gen American,American,US-born,US-born,100.6
1920,Cuba,Cuba,1st gen immigrant,Cuba,Cuba,Cuba,234.88
1920,Cuba,Cuba,1st gen immigrant,Spain,Cuba,Spain,100.98
1920,Cuba,Cuba,2nd gen,Cuba,Cuba,Cuba,267.8
1920,Cuba,Cuba,2nd gen,Cuba,Cuba,US-born,100.98
1920,Cuba,Cuba,2nd gen,Cuba,US-born,Cuba,234.88
1920,Cuba,Cuba,2nd gen,Spain,Cuba,Spain,100.98
1920,Cuba,Cuba,3rd+ gen American,American,US-born,US-born,101.1
1920,Cuba,England,1st gen immigrant,Switzerland,Switzerland,Switzerland,100.38
1920,Cuba,Spain,2nd gen,Cuba,Cuba,Cuba,100.98
1920,Cuba,US-born,1st gen immigrant,Canada,Canada,Canada,106.11
1920,Cuba,US-born,2nd gen,Cuba,Cuba,Cuba,100.98
1920,Cuba,US-born,2nd gen,Germany,England,Germany,99.91
1920,Cuba,US-born,3rd+ gen American,American,US-born,US-born,218.21
1920,Czechoslovakia,Abroad/At Sea,2nd gen,Germany,Germany,US-born,116.46
1920,Czechoslovakia,Austria,2nd gen,Ireland,Canada,Ireland,87.97
1920,Czechoslovakia,Austria,3rd+ gen American,American,US-born,US-born,428.22
1920,Czechoslovakia,Canada,1st gen immigrant,Hungary,Hungary,Hungary,100.18
1920,Czechoslovakia,Canada,2nd gen,Canada,Canada,Canada,110.65
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Austria,Austria,Austria,723.19
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Austria,Czechoslovakia,Czechoslovakia,96.35
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Austria,Germany,Austria,105.77
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Canada,Canada,Canada,293.15
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Canada,Canada,Ireland,95.9
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Czechoslovakia,Czechoslovakia,Austria,100.6
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Czechoslovakia,Czechoslovakia,Czechoslovakia,20829.72
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Denmark,Denmark,Denmark,299.63
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,England,England,England,208.36
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,France,France,France,103.5
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Germany,Germany,Germany,1578.4
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Greece,Greece,Greece,97.69
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Hungary,Czechoslovakia,Czechoslovakia,104.3
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Hungary,Hungary,Hungary,302.03
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Ireland,Ireland,Ireland,105.22
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Italy,Italy,Italy,100.18
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Norway,Norway,Norway,298.0
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Poland,Poland,Poland,885.04
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Russia/USSR,Russia/USSR,Russia/USSR,199.68
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Sweden,Sweden,Sweden,197.72
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Wales,England,England,106.96
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Yugoslavia,Czechoslovakia,Czechoslovakia,100.18
1920,Czechoslovakia,Czechoslovakia,1st gen immigrant,Yugoslavia,Yugoslavia,Yugoslavia,100.18
1920,Czechoslovakia,Czechoslovakia,2nd gen,Austria,Austria,Austria,713.22
1920,Czechoslovakia,Czechoslovakia,2nd gen,Canada,Canada,Canada,397.40999999999997
1920,Czechoslovakia,Czechoslovakia,2nd gen,Canada,Germany,Canada,326.35
1920,Czechoslovakia,Czechoslovakia,2nd gen,Canada,US-born,Canada,299.17
1920,Czechoslovakia,Czechoslovakia,2nd gen,Czechoslovakia,Czechoslovakia,Czechoslovakia,44062.58
