YEAR,MOTHER_ORIGIN,FATHER_ORIGIN,MARRIAGE_TYPE,WEIGHTED_COUNT,UNWEIGHTED_N
1910,Ireland,Switzerland,Married different origin (1st gen immigrant),100.0,1
1910,Ireland,Switzerland,Married mother's origin (1st gen immigrant),100.0,1
1910,Ireland,US-born,Married 3rd+ gen American,52440.0,525
1910,Ireland,US-born,Married different origin (1st gen immigrant),9732.0,97
1910,Ireland,US-born,Married different origin (2nd gen),18453.0,185
1910,Ireland,US-born,Married mother's origin (1st gen immigrant),4812.0,48
1910,Ireland,US-born,Married mother's origin (2nd gen),24862.0,248
1910,Ireland,Wales,Married 3rd+ gen American,301.0,3
1910,Ireland,Wales,Married different origin (2nd gen),302.0,3
1910,Ireland,Wales,Married father's origin (1st gen immigrant),100.0,1
1910,Ireland,Wales,Married mother's origin (2nd gen),101.0,1
1910,Ireland,West Indies,Married different origin (2nd gen),100.0,1
1910,Ireland,West Indies,Married father's origin (1st gen immigrant),101.0,1
1910,Italy,France,Married 3rd+ gen American,100.0,1
1910,Italy,France,Married different origin (2nd gen),201.0,2
1910,Italy,France,Married mother's origin (2nd gen),100.0,1
1910,Italy,Germany,Married different origin (2nd gen),100.0,1
1910,Italy,Ireland,Married 3rd+ gen American,100.0,1
1910,Italy,Ireland,Married father's origin (1st gen immigrant),100.0,1
1910,Italy,Ireland,Married father's origin (2nd gen),101.0,1
1910,Italy,Ireland,Married mother's origin (2nd gen),100.0,1
1910,Italy,Italy,Married 3rd+ gen American,3711.0,37
1910,Italy,Italy,Married different origin (1st gen immigrant),1406.0,14
1910,Italy,Italy,Married different origin (2nd gen),4420.0,44
1910,Italy,Italy,Married same origin (1st gen immigrant),17664.0,177
1910,Italy,Italy,Married same origin (2nd gen),7328.0,73
1910,Italy,Mexico,Married father's origin (2nd gen),100.0,1
1910,Italy,Scotland,Married different origin (1st gen immigrant),100.0,1
1910,Italy,US-born,Married 3rd+ gen American,501.0,5
1910,Italy,US-born,Married different origin (1st gen immigrant),101.0,1
1910,Italy,US-born,Married mother's origin (1st gen immigrant),200.0,2
1910,Italy,US-born,Married mother's origin (2nd gen),200.0,2
1910,Japan,Japan,Married same origin (1st gen immigrant),100.0,1
1910,Lithuania,Germany,Married different origin (2nd gen),100.0,1
1910,Luxembourg,Austria,Married different origin (2nd gen),101.0,1
1910,Luxembourg,Germany,Married different origin (2nd gen),100.0,1
1910,Luxembourg,Luxembourg,Married 3rd+ gen American,200.0,2
1910,Luxembourg,Luxembourg,Married different origin (2nd gen),400.0,4
1910,Luxembourg,Luxembourg,Married same origin (2nd gen),503.0,5
1910,Mexico,England,Married father's origin (2nd gen),100.0,1
1910,Mexico,Germany,Married 3rd+ gen American,200.0,2
1910,Mexico,Germany,Married mother's origin (2nd gen),100.0,1
1910,Mexico,Ireland,Married mother's origin (2nd gen),200.0,2
1910,Mexico,Mexico,Married 3rd+ gen American,4009.0,40
1910,Mexico,Mexico,Married different origin (1st gen immigrant),200.0,2
1910,Mexico,Mexico,Married different origin (2nd gen),300.0,3
1910,Mexico,Mexico,Married same origin (1st gen immigrant),9421.0,94
1910,Mexico,Mexico,Married same origin (2nd gen),10641.0,106
1910,Mexico,Spain,Married 3rd+ gen American,100.0,1
1910,Mexico,Spain,Married different origin (1st gen immigrant),100.0,1
1910,Mexico,US-born,Married 3rd+ gen American,1707.0,17
1910,Mexico,US-born,Married different origin (2nd gen),100.0,1
1910,Mexico,US-born,Married mother's origin (1st gen immigrant),704.0,7
1910,Mexico,US-born,Married mother's origin (2nd gen),700.0,7
1910,Netherlands,Austria,Married 3rd+ gen American,100.0,1
1910,Netherlands,Austria,Married different origin (1st gen immigrant),100.0,1
1910,Netherlands,Belgium,Married different origin (1st gen immigrant),100.0,1
1910,Netherlands,Denmark,Married 3rd+ gen American,201.0,2
1910,Netherlands,Denmark,Married different origin (1st gen immigrant),100.0,1
1910,Netherlands,Denmark,Married different origin (2nd gen),101.0,1
1910,Netherlands,England,Married 3rd+ gen American,201.0,2
1910,Netherlands,England,Married father's origin (2nd gen),200.0,2
1910,Netherlands,France,Married 3rd+ gen American,200.0,2
1910,Netherlands,France,Married different origin (2nd gen),100.0,1
1910,Netherlands,Germany,Married 3rd+ gen American,300.0,3
1910,Netherlands,Germany,Married different origin (1st gen immigrant),300.0,3
1910,Netherlands,Germany,Married different origin (2nd gen),302.0,3
1910,Netherlands,Germany,Married father's origin (1st gen immigrant),200.0,2
1910,Netherlands,Germany,Married father's origin (2nd gen),703.0,7
1910,Netherlands,Ireland,Married 3rd+ gen American,100.0,1
1910,Netherlands,Ireland,Married different origin (2nd gen),100.0,1
1910,Netherlands,Netherlands,Married 3rd+ gen American,7923.0,79
1910,Netherlands,Netherlands,Married different origin (1st gen immigrant),3009.0,30
1910,Netherlands,Netherlands,Married different origin (2nd gen),4716.0,47
1910,Netherlands,Netherlands,Married same origin (1st gen immigrant),7118.0,71
1910,Netherlands,Netherlands,Married same origin (2nd gen),12331.0,123
1910,Netherlands,Scotland,Married 3rd+ gen American,101.0,1
1910,Netherlands,Switzerland,Married father's origin (1st gen immigrant),101.0,1
1910,Netherlands,US-born,Married 3rd+ gen American,1201.0,12
1910,Netherlands,US-born,Married different origin (1st gen immigrant),402.0,4
1910,Netherlands,US-born,Married different origin (2nd gen),904.0,9
1910,Netherlands,US-born,Married mother's origin (1st gen immigrant),100.0,1
1910,Netherlands,US-born,Married mother's origin (2nd gen),301.0,3
1910,Norway,Canada,Married different origin (2nd gen),100.0,1
1910,Norway,Denmark,Married 3rd+ gen American,301.0,3
1910,Norway,Denmark,Married different origin (1st gen immigrant),201.0,2
1910,Norway,Denmark,Married different origin (2nd gen),402.0,4
1910,Norway,Denmark,Married father's origin (1st gen immigrant),200.0,2
1910,Norway,Denmark,Married mother's origin (1st gen immigrant),100.0,1
1910,Norway,Denmark,Married mother's origin (2nd gen),200.0,2
1910,Norway,England,Married 3rd+ gen American,101.0,1
1910,Norway,England,Married father's origin (2nd gen),100.0,1
1910,Norway,England,Married mother's origin (2nd gen),100.0,1
1910,Norway,France,Married different origin (1st gen immigrant),100.0,1
1910,Norway,Germany,Married 3rd+ gen American,802.0,8
1910,Norway,Germany,Married different origin (2nd gen),100.0,1
1910,Norway,Germany,Married father's origin (2nd gen),602.0,6
1910,Norway,Germany,Married mother's origin (1st gen immigrant),101.0,1
1910,Norway,Germany,Married mother's origin (2nd gen),100.0,1
1910,Norway,Ireland,Married mother's origin (1st gen immigrant),100.0,1
1910,Norway,Ireland,Married mother's origin (2nd gen),100.0,1
1910,Norway,Norway,Married 3rd+ gen American,17552.0,175
1910,Norway,Norway,Married different origin (1st gen immigrant),6924.0,69
1910,Norway,Norway,Married different origin (2nd gen),13941.0,141
1910,Norway,Norway,Married same origin (1st gen immigrant),25773.0,257
1910,Norway,Norway,Married same origin (2nd gen),43333.0,432
1910,Norway,Russia/USSR,Married different origin (2nd gen),100.0,1
1910,Norway,Scotland,Married 3rd+ gen American,100.0,1
1910,Norway,Scotland,Married father's origin (1st gen immigrant),100.0,1
1910,Norway,Sweden,Married 3rd+ gen American,706.0,7
1910,Norway,Sweden,Married different origin (1st gen immigrant),301.0,3
1910,Norway,Sweden,Married different origin (2nd gen),502.0,5
1910,Norway,Sweden,Married father's origin (1st gen immigrant),904.0,9
1910,Norway,Sweden,Married father's origin (2nd gen),300.0,3
1910,Norway,Sweden,Married mother's origin (1st gen immigrant),503.0,5
1910,Norway,Sweden,Married mother's origin (2nd gen),600.0,6
1910,Norway,US-born,Married 3rd+ gen American,1702.0,17
1910,Norway,US-born,Married different origin (1st gen immigrant),803.0,8
1910,Norway,US-born,Married different origin (2nd gen),802.0,8
1910,Norway,US-born,Married mother's origin (1st gen immigrant),802.0,8
1910,Norway,US-born,Married mother's origin (2nd gen),1905.0,19
1910,Pacific Islands,Ireland,Married different origin (2nd gen),100.0,1
1910,Pacific Islands,US-born,Married different origin (2nd gen),101.0,1
1910,Poland,Canada,Married 3rd+ gen American,100.0,1
1910,Poland,Germany,Married different origin (1st gen immigrant),200.0,2
1910,Poland,Germany,Married different origin (2nd gen),100.0,1
1910,Poland,Netherlands,Married different origin (1st gen immigrant),100.0,1
1910,Poland,Poland,Married 3rd+ gen American,402.0,4
1910,Poland,Poland,Married different origin (1st gen immigrant),803.0,8
1910,Poland,Poland,Married different origin (2nd gen),803.0,8
1910,Poland,Poland,Married same origin (1st gen immigrant),2004.0,20
1910,Poland,Poland,Married same origin (2nd gen),1102.0,11
1910,Portugal,Ireland,Married mother's origin (2nd gen),101.0,1
1910,Portugal,Italy,Married mother's origin (1st gen immigrant),100.0,1
1910,Portugal,Portugal,Married 3rd+ gen American,1005.0,10
1910,Portugal,Portugal,Married different origin (1st gen immigrant),401.0,4
1910,Portugal,Portugal,Married different origin (2nd gen),1006.0,10
1910,Portugal,Portugal,Married same origin (1st gen immigrant),3911.0,39
1910,Portugal,Portugal,Married same origin (2nd gen),1807.0,18
1910,Portugal,Sweden,Married mother's origin (1st gen immigrant),101.0,1
1910,Portugal,US-born,Married different origin (1st gen immigrant),100.0,1
1910,Portugal,US-born,Married mother's origin (2nd gen),101.0,1
1910,Romania,Austria,Married father's origin (2nd gen),100.0,1
1910,Romania,Romania,Married different origin (1st gen immigrant),201.0,2
1910,Romania,Romania,Married different origin (2nd gen),300.0,3
1910,Russia/USSR,Austria,Married mother's origin (1st gen immigrant),201.0,2
1910,Russia/USSR,Austria,Married mother's origin (2nd gen),100.0,1
1910,Russia/USSR,Czechoslovakia,Married father's origin (2nd gen),100.0,1
1910,Russia/USSR,France,Married different origin (2nd gen),100.0,1
1910,Russia/USSR,Germany,Married 3rd+ gen American,100.0,1
1910,Russia/USSR,Germany,Married father's origin (1st gen immigrant),200.0,2
1910,Russia/USSR,Germany,Married father's origin (2nd gen),100.0,1
1910,Russia/USSR,Germany,Married mother's origin (1st gen immigrant),100.0,1
1910,Russia/USSR,Germany,Married mother's origin (2nd gen),100.0,1
1910,Russia/USSR,Poland,Married 3rd+ gen American,101.0,1
1910,Russia/USSR,Poland,Married mother's origin (2nd gen),101.0,1
1910,Russia/USSR,Russia/USSR,Married 3rd+ gen American,2210.0,22
1910,Russia/USSR,Russia/USSR,Married different origin (1st gen immigrant),3708.0,38
1910,Russia/USSR,Russia/USSR,Married different origin (2nd gen),3207.0,32
1910,Russia/USSR,Russia/USSR,Married same origin (1st gen immigrant),15747.0,158
1910,Russia/USSR,Russia/USSR,Married same origin (2nd gen),13640.0,136
1910,Russia/USSR,US-born,Married 3rd+ gen American,101.0,1
1910,Russia/USSR,US-born,Married mother's origin (1st gen immigrant),200.0,2
1910,Russia/USSR,US-born,Married mother's origin (2nd gen),101.0,1
1910,Scotland,Austria,Married 3rd+ gen American,100.0,1
1910,Scotland,Belgium,Married 3rd+ gen American,100.0,1
1910,Scotland,Canada,Married 3rd+ gen American,1902.0,20
1910,Scotland,Canada,Married different origin (2nd gen),903.0,9
1910,Scotland,Canada,Married father's origin (1st gen immigrant),303.0,3
1910,Scotland,Canada,Married father's origin (2nd gen),101.0,1
1910,Scotland,Canada,Married mother's origin (2nd gen),101.0,1
1910,Scotland,Denmark,Married 3rd+ gen American,101.0,1
1910,Scotland,England,Married 3rd+ gen American,5013.0,50
1910,Scotland,England,Married different origin (1st gen immigrant),901.0,9
1910,Scotland,England,Married different origin (2nd gen),2507.0,25
1910,Scotland,England,Married father's origin (1st gen immigrant),804.0,8
1910,Scotland,England,Married father's origin (2nd gen),1203.0,12
1910,Scotland,England,Married mother's origin (1st gen immigrant),500.0,5
1910,Scotland,England,Married mother's origin (2nd gen),502.0,5
1910,Scotland,England,Married someone sharing both heritages (2nd gen),300.0,3
1910,Scotland,France,Married 3rd+ gen American,201.0,2
1910,Scotland,France,Married different origin (1st gen immigrant),100.0,1
1910,Scotland,France,Married different origin (2nd gen),100.0,1
1910,Scotland,Germany,Married 3rd+ gen American,1304.0,13
1910,Scotland,Germany,Married different origin (1st gen immigrant),300.0,3
1910,Scotland,Germany,Married father's origin (2nd gen),402.0,4
1910,Scotland,Ireland,Married 3rd+ gen American,5818.0,58
1910,Scotland,Ireland,Married different origin (1st gen immigrant),1104.0,11
1910,Scotland,Ireland,Married different origin (2nd gen),1804.0,18
1910,Scotland,Ireland,Married father's origin (1st gen immigrant),503.0,5
1910,Scotland,Ireland,Married father's origin (2nd gen),2203.0,22
1910,Scotland,Ireland,Married mother's origin (1st gen immigrant),500.0,5
1910,Scotland,Ireland,Married mother's origin (2nd gen),601.0,6
1910,Scotland,Ireland,Married someone sharing both heritages (2nd gen),200.0,2
1910,Scotland,Italy,Married 3rd+ gen American,101.0,1
1910,Scotland,Netherlands,Married mother's origin (2nd gen),100.0,1
1910,Scotland,Norway,Married 3rd+ gen American,200.0,2
1910,Scotland,Norway,Married different origin (2nd gen),101.0,1
1910,Scotland,Poland,Married different origin (1st gen immigrant),100.0,1
1910,Scotland,Portugal,Married 3rd+ gen American,100.0,1
1910,Scotland,Scotland,Married 3rd+ gen American,37913.0,378
1910,Scotland,Scotland,Married different origin (1st gen immigrant),8326.0,85
1910,Scotland,Scotland,Married different origin (2nd gen),19253.0,193
1910,Scotland,Scotland,Married same origin (1st gen immigrant),3210.0,32
1910,Scotland,Scotland,Married same origin (2nd gen),7519.0,75
1910,Scotland,Sweden,Married different origin (1st gen immigrant),101.0,1
1910,Scotland,Switzerland,Married 3rd+ gen American,100.0,1
1910,Scotland,US-born,Married 3rd+ gen American,16251.0,162
1910,Scotland,US-born,Married different origin (1st gen immigrant),1904.0,19
1910,Scotland,US-born,Married different origin (2nd gen),6721.0,67
1910,Scotland,US-born,Married mother's origin (1st gen immigrant),602.0,6
1910,Scotland,US-born,Married mother's origin (2nd gen),1203.0,12
1910,Scotland,Wales,Married 3rd+ gen American,201.0,2
1910,Scotland,Wales,Married different origin (1st gen immigrant),100.0,1
1910,Scotland,Wales,Married different origin (2nd gen),401.0,4
1910,Scotland,Wales,Married father's origin (2nd gen),101.0,1
1910,Scotland,Wales,Married someone sharing both heritages (2nd gen),100.0,1
1910,South America,Germany,Married 3rd+ gen American,100.0,1
1910,South America,Germany,Married different origin (2nd gen),100.0,1
1910,South America,South America,Married same origin (1st gen immigrant),100.0,1
1910,South America,US-born,Married 3rd+ gen American,401.0,4
1910,Spain,Denmark,Married different origin (2nd gen),100.0,1
1910,Spain,England,Married 3rd+ gen American,101.0,1
1910,Spain,France,Married different origin (2nd gen),101.0,1
1910,Spain,Germany,Married different origin (2nd gen),100.0,1
1910,Spain,Germany,Married father's origin (2nd gen),201.0,2
1910,Spain,Italy,Married different origin (1st gen immigrant),100.0,1
1910,Spain,Italy,Married different origin (2nd gen),100.0,1
1910,Spain,South America,Married 3rd+ gen American,100.0,1
1910,Spain,South America,Married different origin (1st gen immigrant),200.0,2
1910,Spain,Spain,Married 3rd+ gen American,601.0,6
1910,Spain,Spain,Married different origin (1st gen immigrant),403.0,4
1910,Spain,Spain,Married different origin (2nd gen),702.0,7
1910,Spain,US-born,Married 3rd+ gen American,100.0,1
1910,Spain,US-born,Married different origin (2nd gen),201.0,2
1910,Sweden,Belgium,Married 3rd+ gen American,100.0,1
1910,Sweden,Canada,Married different origin (2nd gen),100.0,1
1910,Sweden,Canada,Married father's origin (2nd gen),101.0,1
1910,Sweden,Denmark,Married 3rd+ gen American,301.0,3
1910,Sweden,Denmark,Married different origin (2nd gen),803.0,8
1910,Sweden,Denmark,Married father's origin (2nd gen),400.0,4
1910,Sweden,Denmark,Married mother's origin (1st gen immigrant),200.0,2
1910,Sweden,Denmark,Married mother's origin (2nd gen),100.0,1
1910,Sweden,England,Married 3rd+ gen American,601.0,6
1910,Sweden,England,Married father's origin (2nd gen),100.0,1
1910,Sweden,Finland,Married 3rd+ gen American,100.0,1
1910,Sweden,Germany,Married 3rd+ gen American,601.0,6
1910,Sweden,Germany,Married different origin (1st gen immigrant),100.0,1
1910,Sweden,Germany,Married different origin (2nd gen),201.0,2
1910,Sweden,Germany,Married father's origin (2nd gen),605.0,6
1910,Sweden,Ireland,Married 3rd+ gen American,101.0,1
1910,Sweden,Ireland,Married different origin (2nd gen),100.0,1
1910,Sweden,Ireland,Married father's origin (2nd gen),100.0,1
1910,Sweden,Norway,Married 3rd+ gen American,401.0,4
1910,Sweden,Norway,Married different origin (1st gen immigrant),300.0,3
1910,Sweden,Norway,Married different origin (2nd gen),401.0,4
1910,Sweden,Norway,Married father's origin (1st gen immigrant),200.0,2
1910,Sweden,Norway,Married father's origin (2nd gen),600.0,6
1910,Sweden,Norway,Married mother's origin (1st gen immigrant),400.0,4
1910,Sweden,Norway,Married mother's origin (2nd gen),100.0,1
1910,Sweden,Poland,Married 3rd+ gen American,100.0,1
1910,Sweden,Russia/USSR,Married different origin (1st gen immigrant),101.0,1
1910,Sweden,Sweden,Married 3rd+ gen American,21462.0,214
1910,Sweden,Sweden,Married different origin (1st gen immigrant),4812.0,48
1910,Sweden,Sweden,Married different origin (2nd gen),15849.0,158
1910,Sweden,Sweden,Married same origin (1st gen immigrant),19352.0,193
1910,Sweden,Sweden,Married same origin (2nd gen),17643.0,176
1910,Sweden,Switzerland,Married different origin (2nd gen),100.0,1
1910,Sweden,Switzerland,Married someone sharing both heritages (2nd gen),200.0,2
1910,Sweden,US-born,Married 3rd+ gen American,1804.0,18
1910,Sweden,US-born,Married different origin (1st gen immigrant),201.0,2
1910,Sweden,US-born,Married different origin (2nd gen),1404.0,14
1910,Sweden,US-born,Married mother's origin (1st gen immigrant),301.0,3
1910,Sweden,US-born,Married mother's origin (2nd gen),402.0,4
1910,Switzerland,Austria,Married father's origin (2nd gen),101.0,1
1910,Switzerland,England,Married 3rd+ gen American,200.0,2
1910,Switzerland,England,Married different origin (1st gen immigrant),100.0,1
1910,Switzerland,France,Married 3rd+ gen American,401.0,4
1910,Switzerland,France,Married different origin (1st gen immigrant),100.0,1
1910,Switzerland,France,Married different origin (2nd gen),300.0,3
1910,Switzerland,France,Married father's origin (2nd gen),200.0,2
1910,Switzerland,France,Married mother's origin (1st gen immigrant),101.0,1
1910,Switzerland,Germany,Married 3rd+ gen American,3514.0,35
1910,Switzerland,Germany,Married different origin (1st gen immigrant),604.0,6
1910,Switzerland,Germany,Married different origin (2nd gen),2003.0,20
1910,Switzerland,Germany,Married father's origin (1st gen immigrant),1104.0,11
1910,Switzerland,Germany,Married father's origin (2nd gen),3007.0,30
1910,Switzerland,Germany,Married mother's origin (1st gen immigrant),302.0,3
1910,Switzerland,Germany,Married mother's origin (2nd gen),200.0,2
1910,Switzerland,Germany,Married someone sharing both heritages (2nd gen),800.0,8
1910,Switzerland,Luxembourg,Married different origin (2nd gen),100.0,1
1910,Switzerland,Netherlands,Married 3rd+ gen American,100.0,1
1910,Switzerland,Portugal,Married different origin (2nd gen),101.0,1
1910,Switzerland,Scotland,Married different origin (1st gen immigrant),100.0,1
1910,Switzerland,Scotland,Married different origin (2nd gen),101.0,1
1910,Switzerland,Switzerland,Married 3rd+ gen American,12739.0,127
1910,Switzerland,Switzerland,Married different origin (1st gen immigrant),4510.0,45
1910,Switzerland,Switzerland,Married different origin (2nd gen),10332.0,103
1910,Switzerland,Switzerland,Married same origin (1st gen immigrant),3306.0,33
1910,Switzerland,Switzerland,Married same origin (2nd gen),5611.0,56
1910,Switzerland,US-born,Married 3rd+ gen American,2808.0,28
1910,Switzerland,US-born,Married different origin (1st gen immigrant),501.0,5
1910,Switzerland,US-born,Married different origin (2nd gen),1404.0,14
1910,Switzerland,US-born,Married mother's origin (2nd gen),100.0,1
1910,Syria,Syria,Married same origin (2nd gen),200.0,2
1910,Turkey,Turkey,Married 3rd+ gen American,100.0,1
1910,Turkey,US-born,Married 3rd+ gen American,201.0,2
1910,Turkey,US-born,Married different origin (2nd gen),100.0,1
1910,US-born,Abroad/At Sea,Married 3rd+ gen American,3511.0,35
1910,US-born,Abroad/At Sea,Married different origin (1st gen immigrant),404.0,4
1910,US-born,Abroad/At Sea,Married different origin (2nd gen),1402.0,14
1910,US-born,Africa,Married 3rd+ gen American,603.0,6
1910,US-born,Africa,Married father's origin (1st gen immigrant),100.0,1
1910,US-born,Australia/New Zealand,Married 3rd+ gen American,101.0,1
1910,US-born,Austria,Married 3rd+ gen American,1505.0,15
1910,US-born,Austria,Married different origin (1st gen immigrant),301.0,3
1910,US-born,Austria,Married different origin (2nd gen),1906.0,19
1910,US-born,Austria,Married father's origin (1st gen immigrant),703.0,7
1910,US-born,Austria,Married father's origin (2nd gen),800.0,8
1910,US-born,Belgium,Married 3rd+ gen American,1202.0,12
1910,US-born,Belgium,Married different origin (2nd gen),601.0,6
1910,US-born,Belgium,Married father's origin (2nd gen),302.0,3
1910,US-born,Canada,Married 3rd+ gen American,70199.0,701
1910,US-born,Canada,Married different origin (1st gen immigrant),6325.0,63
1910,US-born,Canada,Married different origin (2nd gen),24176.0,242
1910,US-born,Canada,Married father's origin (1st gen immigrant),12538.0,125
1910,US-born,Canada,Married father's origin (2nd gen),15354.0,153
1910,US-born,China,Married 3rd+ gen American,602.0,6
1910,US-born,China,Married father's origin (1st gen immigrant),400.0,4
1910,US-born,Cuba,Married 3rd+ gen American,501.0,5
1910,US-born,Cuba,Married different origin (1st gen immigrant),100.0,1
1910,US-born,Cuba,Married different origin (2nd gen),100.0,1
1910,US-born,Czechoslovakia,Married different origin (2nd gen),100.0,1
1910,US-born,Czechoslovakia,Married father's origin (2nd gen),101.0,1
1910,US-born,Denmark,Married 3rd+ gen American,5421.0,54
1910,US-born,Denmark,Married different origin (1st gen immigrant),200.0,2
1910,US-born,Denmark,Married different origin (2nd gen),1307.0,13
1910,US-born,Denmark,Married father's origin (2nd gen),401.0,4
1910,US-born,England,Married 3rd+ gen American,129585.0,1295
1910,US-born,England,Married different origin (1st gen immigrant),11033.0,111
1910,US-born,England,Married different origin (2nd gen),37513.0,378
1910,US-born,England,Married father's origin (1st gen immigrant),7016.0,70
1910,US-born,England,Married father's origin (2nd gen),17753.0,178
1910,US-born,Europe (unspecified),Married 3rd+ gen American,501.0,5
1910,US-born,Europe (unspecified),Married different origin (2nd gen),201.0,2
1910,US-born,France,Married 3rd+ gen American,17046.0,172
1910,US-born,France,Married different origin (1st gen immigrant),3310.0,33
1910,US-born,France,Married different origin (2nd gen),10435.0,104
1910,US-born,France,Married father's origin (1st gen immigrant),202.0,2
1910,US-born,France,Married father's origin (2nd gen),1707.0,17
1910,US-born,Germany,Married 3rd+ gen American,198047.0,1980
1910,US-born,Germany,Married different origin (1st gen immigrant),14247.0,143
1910,US-born,Germany,Married different origin (2nd gen),46544.0,465
1910,US-born,Germany,Married father's origin (1st gen immigrant),27360.0,273
1910,US-born,Germany,Married father's origin (2nd gen),123327.0,1232
1910,US-born,Greece,Married 3rd+ gen American,100.0,1
1910,US-born,Hungary,Married 3rd+ gen American,201.0,2
1910,US-born,Hungary,Married different origin (1st gen immigrant),100.0,1
1910,US-born,Hungary,Married different origin (2nd gen),200.0,2
1910,US-born,Hungary,Married father's origin (1st gen immigrant),100.0,1
1910,US-born,Hungary,Married father's origin (2nd gen),101.0,1
1910,US-born,Iceland,Married 3rd+ gen American,100.0,1
1910,US-born,India,Married 3rd+ gen American,300.0,3
1910,US-born,Ireland,Married 3rd+ gen American,102913.0,1029
1910,US-born,Ireland,Married different origin (1st gen immigrant),11835.0,118
1910,US-born,Ireland,Married different origin (2nd gen),34213.0,341
1910,US-born,Ireland,Married father's origin (1st gen immigrant),8825.0,88
1910,US-born,Ireland,Married father's origin (2nd gen),43614.0,436
1910,US-born,Italy,Married 3rd+ gen American,2907.0,30
1910,US-born,Italy,Married different origin (1st gen immigrant),101.0,1
1910,US-born,Italy,Married different origin (2nd gen),1408.0,14
1910,US-born,Italy,Married father's origin (1st gen immigrant),1205.0,12
1910,US-born,Italy,Married father's origin (2nd gen),502.0,5
1910,US-born,Luxembourg,Married father's origin (2nd gen),101.0,1
1910,US-born,Mexico,Married 3rd+ gen American,2408.0,24
1910,US-born,Mexico,Married different origin (1st gen immigrant),302.0,3
1910,US-born,Mexico,Married different origin (2nd gen),301.0,3
1910,US-born,Mexico,Married father's origin (1st gen immigrant),904.0,9
1910,US-born,Mexico,Married father's origin (2nd gen),1905.0,19
1910,US-born,Netherlands,Married 3rd+ gen American,4312.0,43
1910,US-born,Netherlands,Married different origin (1st gen immigrant),303.0,3
1910,US-born,Netherlands,Married different origin (2nd gen),2107.0,21
1910,US-born,Netherlands,Married father's origin (1st gen immigrant),801.0,8
1910,US-born,Netherlands,Married father's origin (2nd gen),1604.0,16
1910,US-born,Norway,Married 3rd+ gen American,4415.0,45
1910,US-born,Norway,Married different origin (1st gen immigrant),802.0,8
1910,US-born,Norway,Married different origin (2nd gen),2406.0,24
1910,US-born,Norway,Married father's origin (1st gen immigrant),1102.0,11
1910,US-born,Norway,Married father's origin (2nd gen),3909.0,39
1910,US-born,Pacific Islands,Married 3rd+ gen American,100.0,1
1910,US-born,Pacific Islands,Married different origin (1st gen immigrant),100.0,1
1910,US-born,Philippines,Married 3rd+ gen American,101.0,1
1910,US-born,Poland,Married 3rd+ gen American,301.0,3
1910,US-born,Poland,Married different origin (1st gen immigrant),100.0,1
1910,US-born,Poland,Married different origin (2nd gen),101.0,1
1910,US-born,Poland,Married father's origin (1st gen immigrant),200.0,2
1910,US-born,Poland,Married father's origin (2nd gen),501.0,5
1910,US-born,Portugal,Married 3rd+ gen American,1003.0,10
1910,US-born,Portugal,Married different origin (1st gen immigrant),200.0,2
1910,US-born,Portugal,Married father's origin (2nd gen),100.0,1
1910,US-born,Puerto Rico,Married 3rd+ gen American,100.0,1
1910,US-born,Russia/USSR,Married 3rd+ gen American,1204.0,12
1910,US-born,Russia/USSR,Married different origin (1st gen immigrant),501.0,5
1910,US-born,Russia/USSR,Married different origin (2nd gen),703.0,7
1910,US-born,Russia/USSR,Married father's origin (1st gen immigrant),400.0,4
1910,US-born,Russia/USSR,Married father's origin (2nd gen),401.0,4
1910,US-born,Scotland,Married 3rd+ gen American,29986.0,299
1910,US-born,Scotland,Married different origin (1st gen immigrant),3008.0,30
1910,US-born,Scotland,Married different origin (2nd gen),13040.0,130
1910,US-born,Scotland,Married father's origin (1st gen immigrant),1203.0,12
1910,US-born,Scotland,Married father's origin (2nd gen),2906.0,29
1910,US-born,South America,Married 3rd+ gen American,403.0,4
1910,US-born,South America,Married different origin (1st gen immigrant),101.0,1
1910,US-born,South America,Married different origin (2nd gen),100.0,1
1910,US-born,Southern Europe (unspecified),Married father's origin (2nd gen),200.0,2
1910,US-born,Spain,Married 3rd+ gen American,1702.0,17
1910,US-born,Spain,Married different origin (1st gen immigrant),401.0,4
1910,US-born,Spain,Married different origin (2nd gen),802.0,8
1910,US-born,Spain,Married father's origin (1st gen immigrant),100.0,1
1910,US-born,Sweden,Married 3rd+ gen American,5318.0,53
1910,US-born,Sweden,Married different origin (1st gen immigrant),702.0,7
1910,US-born,Sweden,Married different origin (2nd gen),2305.0,23
1910,US-born,Sweden,Married father's origin (1st gen immigrant),702.0,7
1910,US-born,Sweden,Married father's origin (2nd gen),201.0,2
1910,US-born,Switzerland,Married 3rd+ gen American,11331.0,113
1910,US-born,Switzerland,Married different origin (1st gen immigrant),1402.0,14
1910,US-born,Switzerland,Married different origin (2nd gen),6119.0,61
1910,US-born,Switzerland,Married father's origin (1st gen immigrant),502.0,5
1910,US-born,Switzerland,Married father's origin (2nd gen),1000.0,10
1910,US-born,Turkey,Married different origin (1st gen immigrant),100.0,1
1910,US-born,United Kingdom (unspecified),Married 3rd+ gen American,101.0,1
1910,US-born,Wales,Married 3rd+ gen American,11435.0,115
1910,US-born,Wales,Married different origin (1st gen immigrant),1202.0,12
